,user_id,post_id,rating_value
0,1,72,2
1,1,40,3
2,1,345,4
3,1,59,2
4,1,92,5
5,1,279,5
6,1,165,3
7,1,17,2
8,1,32,2
9,1,317,1
10,1,158,2
11,1,365,3
12,1,164,1
13,1,212,4
14,1,344,3
15,1,314,3
16,1,157,3
17,1,349,3
18,1,348,4
19,1,204,3
20,1,380,1
21,1,19,1
22,1,256,4
23,1,285,3
24,1,368,3
25,1,240,3
26,2,69,2
27,2,375,3
28,2,393,2
29,2,11,2
30,2,263,2
31,2,205,2
32,2,229,2
33,2,314,4
34,2,208,5
35,2,30,4
36,2,39,3
37,2,136,5
38,2,149,4
39,2,155,2
40,2,168,5
41,2,164,1
42,2,308,3
43,2,198,3
44,2,143,4
45,2,364,3
46,2,156,2
47,2,252,2
48,2,173,1
49,2,206,2
50,2,342,5
51,2,355,4
52,2,377,3
53,2,287,4
54,2,223,4
55,2,236,5
56,2,241,4
57,2,28,4
58,2,228,5
59,2,32,3
60,2,391,2
61,2,395,4
62,2,322,1
63,2,195,4
64,2,219,3
65,2,346,5
66,2,188,4
67,2,339,4
68,2,41,1
69,2,301,4
70,2,122,2
71,2,81,3
72,3,145,3
73,3,49,2
74,3,346,3
75,3,170,3
76,3,344,3
77,3,86,4
78,3,74,3
79,3,284,3
80,3,354,5
81,3,265,2
82,3,80,3
83,3,226,4
84,3,206,5
85,3,195,2
86,3,173,3
87,3,6,5
88,3,11,3
89,3,94,3
90,3,189,2
91,3,252,3
92,3,136,3
93,3,210,2
94,3,274,3
95,3,169,3
96,3,362,4
97,3,276,3
98,3,200,5
99,3,384,4
100,3,185,3
101,3,320,1
102,3,30,3
103,3,311,3
104,3,365,3
105,3,168,3
106,3,328,4
107,3,317,5
108,3,131,3
109,3,224,2
110,3,325,1
111,3,178,3
112,3,232,3
113,3,119,2
114,3,380,1
115,3,240,3
116,3,127,4
117,3,368,3
118,3,246,3
119,3,87,1
120,4,376,2
121,4,218,3
122,4,276,4
123,4,292,2
124,4,189,2
125,4,145,5
126,4,175,4
127,4,36,2
128,4,53,2
129,4,80,5
130,4,121,5
131,4,195,3
132,4,390,3
133,4,164,2
134,4,77,3
135,4,248,2
136,4,253,3
137,4,186,3
138,4,337,3
139,4,342,3
140,4,369,3
141,5,98,3
142,5,205,4
143,5,160,2
144,5,164,4
145,5,159,4
146,5,314,2
147,5,392,4
148,5,124,5
149,5,125,3
150,5,229,4
151,5,355,1
152,5,370,3
153,5,279,1
154,5,58,3
155,5,216,3
156,5,313,5
157,5,258,1
158,5,209,3
159,5,227,4
160,5,149,1
161,5,55,4
162,5,52,4
163,5,189,3
164,5,222,4
165,5,170,3
166,5,111,3
167,5,319,3
168,5,327,1
169,5,88,3
170,5,213,5
171,5,48,3
172,5,118,2
173,5,323,4
174,5,85,3
175,5,82,5
176,6,106,5
177,6,400,3
178,6,275,5
179,6,303,5
180,6,99,3
181,6,321,2
182,6,57,2
183,6,378,5
184,6,260,4
185,6,386,2
186,6,123,3
187,6,314,3
188,6,339,3
189,6,328,2
190,6,229,2
191,6,68,4
192,6,49,3
193,6,62,3
194,6,207,3
195,6,28,5
196,6,164,2
197,6,313,3
198,6,198,2
199,6,25,4
200,6,288,4
201,6,319,1
202,6,306,3
203,6,95,3
204,6,30,3
205,6,66,2
206,6,192,2
207,6,380,2
208,6,188,4
209,6,137,3
210,6,181,1
211,6,296,2
212,6,217,5
213,6,153,1
214,6,331,5
215,6,287,3
216,6,111,5
217,6,248,3
218,6,399,1
219,6,352,1
220,6,277,1
221,6,326,4
222,6,173,4
223,6,266,4
224,6,103,4
225,6,133,4
226,6,312,3
227,6,398,2
228,6,160,4
229,7,271,3
230,7,307,2
231,7,111,5
232,7,187,3
233,7,165,3
234,7,396,4
235,7,55,3
236,7,233,2
237,7,294,3
238,7,259,4
239,7,7,1
240,7,342,4
241,7,232,4
242,7,66,2
243,7,313,3
244,7,332,3
245,7,139,1
246,7,316,2
247,7,399,4
248,7,384,3
249,7,125,1
250,7,268,4
251,7,93,2
252,7,92,4
253,7,231,5
254,7,192,5
255,7,194,3
256,7,380,2
257,7,174,2
258,7,246,2
259,7,301,5
260,7,293,3
261,7,329,3
262,7,124,2
263,7,1,2
264,7,80,2
265,7,52,2
266,7,239,4
267,7,50,5
268,7,283,2
269,7,129,2
270,7,253,3
271,7,135,3
272,7,398,4
273,8,116,2
274,8,46,2
275,8,35,1
276,8,190,2
277,8,77,5
278,8,7,2
279,8,142,5
280,8,194,3
281,8,339,2
282,8,356,2
283,8,394,5
284,8,22,1
285,8,387,5
286,8,1,4
287,8,261,3
288,8,311,3
289,8,258,2
290,8,315,3
291,8,115,4
292,8,161,3
293,8,328,4
294,8,275,3
295,8,262,3
296,8,2,3
297,8,337,2
298,8,245,1
299,8,390,2
300,8,67,1
301,8,183,5
302,8,137,5
303,9,327,3
304,9,150,3
305,9,328,4
306,9,64,2
307,9,357,3
308,9,293,5
309,9,155,2
310,9,3,5
311,9,58,1
312,9,361,1
313,9,45,4
314,9,199,3
315,9,302,5
316,9,205,3
317,9,114,2
318,9,17,3
319,9,7,5
320,9,345,1
321,9,310,4
322,9,187,2
323,9,321,5
324,9,203,4
325,9,208,4
326,9,279,4
327,9,174,1
328,9,337,3
329,9,356,4
330,9,112,2
331,9,255,3
332,9,54,2
333,9,191,4
334,9,204,3
335,9,59,3
336,9,381,5
337,9,246,3
338,9,263,3
339,9,370,3
340,9,80,2
341,9,393,4
342,9,10,3
343,9,358,1
344,9,193,4
345,9,388,4
346,9,111,1
347,9,14,3
348,9,333,3
349,9,22,5
350,9,331,4
351,9,158,2
352,9,269,3
353,9,217,4
354,9,209,4
355,9,287,1
356,9,275,3
357,9,334,3
358,10,127,3
359,10,74,3
360,10,244,2
361,10,229,2
362,10,334,2
363,10,276,2
364,10,176,3
365,10,280,3
366,10,295,4
367,10,358,1
368,10,395,3
369,10,241,1
370,10,338,3
371,10,340,4
372,10,268,5
373,10,224,2
374,10,190,4
375,10,68,3
376,10,55,4
377,10,89,5
378,10,218,2
379,10,219,4
380,10,50,3
381,10,121,5
382,10,350,2
383,10,178,5
384,10,114,3
385,10,374,1
386,10,400,3
387,10,364,3
388,11,157,4
389,11,12,4
390,11,265,3
391,11,100,5
392,11,130,2
393,11,282,4
394,11,263,4
395,11,360,2
396,11,176,4
397,11,260,5
398,11,188,2
399,11,278,2
400,11,226,2
401,11,165,3
402,11,387,3
403,11,355,2
404,11,245,4
405,11,346,4
406,11,367,3
407,11,259,2
408,11,70,2
409,11,155,3
410,11,208,4
411,11,88,1
412,11,169,4
413,11,84,4
414,11,375,3
415,11,291,2
416,11,154,4
417,11,351,2
418,11,304,5
419,11,389,4
420,11,330,4
421,11,28,4
422,11,55,4
423,11,211,2
424,11,15,3
425,12,137,5
426,12,53,3
427,12,342,4
428,12,308,5
429,12,290,3
430,12,6,2
431,12,288,2
432,12,161,4
433,12,278,5
434,12,2,2
435,12,221,2
436,12,350,3
437,12,264,3
438,12,286,2
439,12,346,2
440,12,316,4
441,12,249,3
442,12,40,1
443,12,50,4
444,12,253,3
445,12,174,4
446,12,295,5
447,12,13,1
448,12,395,4
449,12,331,2
450,12,399,3
451,12,129,1
452,12,273,4
453,12,371,3
454,12,244,3
455,12,157,2
456,12,79,4
457,12,189,3
458,12,132,3
459,12,313,1
460,12,303,2
461,12,391,2
462,12,340,1
463,12,118,3
464,12,345,1
465,12,135,3
466,12,383,1
467,12,361,2
468,12,393,4
469,12,73,1
470,12,37,3
471,12,199,3
472,12,229,2
473,12,372,2
474,12,213,1
