,user_id,post_id,rating_value
0,1,121,3
1,1,274,2
2,1,65,1
3,1,67,2
4,1,47,3
5,1,13,3
6,1,218,2
7,1,146,3
8,1,247,4
9,1,117,2
10,1,25,2
11,1,179,1
12,1,286,2
13,1,288,2
14,1,139,2
15,2,214,3
16,2,19,3
17,2,31,3
18,2,122,2
19,2,237,2
20,2,238,1
21,2,180,2
22,2,164,2
23,2,137,2
24,2,57,3
25,2,12,3
26,2,106,2
27,3,227,3
28,3,112,4
29,3,152,2
30,3,91,2
31,3,204,3
32,3,286,3
33,3,67,2
34,3,119,2
35,3,265,3
36,3,40,3
37,3,85,3
38,4,102,1
39,4,74,4
40,4,92,2
41,4,223,1
42,4,233,4
43,4,124,1
44,4,68,3
45,4,296,3
46,4,228,3
47,4,270,3
48,4,196,4
49,4,264,3
50,4,16,3
51,5,114,2
52,5,207,2
53,5,274,1
54,5,84,3
55,5,79,1
56,5,266,2
57,5,100,2
58,5,157,1
59,5,115,3
60,5,291,1
61,5,76,2
62,5,180,3
63,5,7,2
64,5,137,3
65,5,171,4
66,5,78,2
67,5,9,1
68,5,18,3
69,6,200,2
70,6,238,4
71,6,75,4
72,6,50,3
73,6,198,2
74,6,162,2
75,6,137,3
76,6,68,4
77,6,228,2
78,7,147,2
79,7,159,2
80,7,35,2
81,7,292,2
82,7,299,3
83,7,150,1
84,7,91,1
85,7,249,2
86,7,143,1
87,7,155,4
88,7,269,3
89,7,234,2
90,7,79,2
91,7,59,4
92,8,158,2
93,8,153,1
94,8,139,1
95,8,101,3
96,8,148,3
97,8,26,3
98,8,54,2
99,8,204,2
100,8,20,4
101,8,93,1
102,8,196,3
103,8,262,1
104,8,155,3
105,8,62,1
106,8,265,4
107,9,6,2
108,9,268,1
109,9,244,3
110,9,239,2
111,9,272,2
112,9,154,2
113,9,279,4
114,9,202,2
115,9,176,3
116,9,108,2
117,9,162,2
118,10,11,1
119,10,219,4
120,10,123,4
121,10,234,2
122,10,286,1
123,10,77,2
124,10,258,2
125,10,195,2
126,10,162,2
127,10,41,1
128,10,49,2
129,10,294,4
130,10,32,4
131,11,26,2
132,11,38,2
133,11,192,3
134,11,186,4
135,11,113,3
136,11,111,2
137,11,204,2
138,11,233,2
139,11,17,2
140,11,152,3
141,11,18,3
142,11,115,3
143,11,293,2
144,12,103,2
145,12,77,3
146,12,57,4
147,12,194,2
148,12,258,2
149,12,141,1
150,12,42,4
151,12,124,2
152,12,198,2
153,12,229,4
154,12,148,3
155,12,292,1
156,12,2,4
157,12,196,2
158,12,160,2
159,12,63,2
160,13,31,4
161,13,214,2
162,13,291,3
163,13,129,3
164,13,277,3
165,13,66,2
166,13,105,2
167,13,241,1
168,13,205,3
169,13,29,3
170,13,292,1
171,13,296,3
172,13,11,3
173,13,182,3
174,13,89,2
175,13,147,2
176,14,63,2
177,14,76,1
178,14,47,4
179,14,219,2
180,14,105,4
181,14,145,3
182,14,153,1
183,14,147,2
184,14,189,2
185,14,169,1
186,14,211,3
187,14,97,1
188,14,28,1
189,15,11,2
190,15,300,2
191,15,68,1
192,15,35,4
193,15,202,1
194,15,222,2
195,15,231,4
196,15,196,4
197,15,111,4
198,15,175,4
199,15,289,4
200,15,72,4
201,15,272,2
202,15,75,1
203,15,141,2
204,15,211,2
205,15,144,3
206,15,95,1
207,15,286,1
208,15,225,3
209,15,224,1
210,16,297,3
211,16,183,2
212,16,212,2
213,16,159,1
214,16,198,3
215,16,177,3
216,16,206,2
217,16,91,3
218,16,228,4
219,16,1,3
220,16,157,4
221,17,272,1
222,17,70,3
223,17,118,1
224,17,127,1
225,17,75,2
226,17,281,3
227,17,300,2
228,17,160,2
229,17,19,3
230,17,98,4
231,17,267,2
232,17,190,2
233,17,231,3
234,17,234,2
235,17,141,4
236,17,128,4
237,18,255,3
238,18,194,2
239,18,151,3
240,18,261,1
241,18,153,1
242,18,152,3
243,18,293,4
244,18,79,3
245,18,221,3
246,18,260,2
247,19,47,1
248,19,255,2
249,19,232,3
250,19,211,2
251,19,180,1
252,19,254,4
253,19,193,4
254,19,118,2
255,19,108,4
256,19,29,1
257,19,136,2
258,19,181,1
259,19,6,3
260,19,96,2
261,19,80,2
262,20,7,2
263,20,192,2
264,20,107,1
265,20,275,3
266,20,49,1
267,20,2,2
268,20,15,2
269,20,287,1
270,20,186,1
271,20,265,4
272,20,293,3
273,20,202,1
274,20,150,3
275,20,267,3
276,20,214,2
277,20,240,3
278,20,163,4
279,20,255,2
280,20,291,2
281,21,208,2
