,user_id,post_id,rating_value
0,1,72,2
1,1,345,3
2,1,59,2
3,1,92,4
4,1,279,4
5,1,17,2
6,1,32,2
7,1,317,1
8,1,158,2
9,1,164,1
10,1,212,3
11,1,348,3
12,1,380,1
13,1,19,1
14,1,256,3
15,2,69,2
16,2,393,2
17,2,11,2
18,2,263,2
19,2,205,2
20,2,229,2
21,2,314,3
22,2,208,4
23,2,30,3
24,2,136,4
25,2,149,3
26,2,155,2
27,2,168,4
28,2,164,1
29,2,143,3
30,2,156,2
31,2,252,2
32,2,173,1
33,2,206,2
34,2,342,4
35,2,355,3
36,2,287,3
37,2,223,3
38,2,236,4
39,2,241,3
40,2,28,3
41,2,228,4
42,2,391,2
43,2,395,3
44,2,322,1
45,2,195,3
46,2,346,4
47,2,188,3
48,2,339,3
49,2,41,1
50,2,301,3
51,2,122,2
52,3,49,2
53,3,86,3
54,3,354,4
55,3,265,2
56,3,226,3
57,3,206,4
58,3,195,2
59,3,6,4
60,3,189,2
61,3,210,2
62,3,362,3
63,3,200,4
64,3,384,3
65,3,320,1
66,3,328,3
67,3,317,4
68,3,224,2
69,3,325,1
70,3,119,2
71,3,380,1
72,3,127,3
73,3,87,1
74,4,376,2
75,4,276,3
76,4,292,2
77,4,189,2
78,4,145,4
79,4,175,3
80,4,36,2
81,4,53,2
82,4,80,4
83,4,121,4
84,4,164,2
85,4,248,2
86,5,205,3
87,5,160,2
88,5,164,3
89,5,159,3
90,5,314,2
91,5,392,3
92,5,124,4
93,5,229,3
94,5,355,1
95,5,279,1
96,5,313,4
97,5,258,1
98,5,227,3
99,5,149,1
100,5,55,3
101,5,52,3
102,5,222,3
103,5,327,1
104,5,213,4
105,5,118,2
106,5,323,3
107,5,82,4
108,6,106,4
109,6,275,4
110,6,303,4
111,6,321,2
112,6,57,2
113,6,378,4
114,6,260,3
115,6,386,2
116,6,328,2
117,6,229,2
118,6,68,3
119,6,28,4
120,6,164,2
121,6,198,2
122,6,25,3
123,6,288,3
124,6,319,1
125,6,66,2
126,6,192,2
127,6,380,2
128,6,188,3
129,6,181,1
130,6,296,2
131,6,217,4
132,6,153,1
133,6,331,4
134,6,111,4
135,6,399,1
136,6,352,1
137,6,277,1
138,6,326,3
139,6,173,3
140,6,266,3
141,6,103,3
142,6,133,3
143,6,398,2
144,6,160,3
145,7,307,2
146,7,111,4
147,7,396,3
148,7,233,2
149,7,259,3
150,7,7,1
151,7,342,3
152,7,232,3
153,7,66,2
154,7,139,1
155,7,316,2
156,7,399,3
157,7,125,1
158,7,268,3
159,7,93,2
160,7,92,3
161,7,231,4
162,7,192,4
163,7,380,2
164,7,174,2
165,7,246,2
166,7,301,4
167,7,124,2
168,7,1,2
169,7,80,2
170,7,52,2
171,7,239,3
172,7,50,4
173,7,283,2
174,7,129,2
175,7,398,3
176,8,116,2
177,8,46,2
178,8,35,1
179,8,190,2
180,8,77,4
181,8,7,2
182,8,142,4
183,8,339,2
184,8,356,2
185,8,394,4
186,8,22,1
187,8,387,4
188,8,1,3
189,8,258,2
190,8,115,3
191,8,328,3
192,8,337,2
193,8,245,1
194,8,390,2
195,8,67,1
196,8,183,4
197,8,137,4
198,9,328,3
199,9,64,2
200,9,293,4
201,9,155,2
202,9,3,4
203,9,58,1
204,9,361,1
205,9,45,3
206,9,302,4
207,9,114,2
208,9,7,4
209,9,345,1
210,9,310,3
211,9,187,2
212,9,321,4
213,9,203,3
214,9,208,3
215,9,279,3
216,9,174,1
217,9,356,3
218,9,112,2
219,9,54,2
220,9,191,3
221,9,381,4
222,9,80,2
223,9,393,3
224,9,358,1
225,9,193,3
226,9,388,3
227,9,111,1
228,9,22,4
229,9,331,3
230,9,158,2
231,9,217,3
232,9,209,3
233,9,287,1
234,10,244,2
235,10,229,2
236,10,334,2
237,10,276,2
238,10,295,3
239,10,358,1
240,10,241,1
241,10,340,3
242,10,268,4
243,10,224,2
244,10,190,3
245,10,55,3
246,10,89,4
247,10,218,2
248,10,219,3
249,10,121,4
250,10,350,2
251,10,178,4
252,10,374,1
253,11,157,3
254,11,12,3
255,11,100,4
256,11,130,2
257,11,282,3
258,11,263,3
259,11,360,2
260,11,176,3
261,11,260,4
262,11,188,2
263,11,278,2
264,11,226,2
265,11,355,2
266,11,245,3
267,11,346,3
268,11,259,2
269,11,70,2
270,11,208,3
271,11,88,1
272,11,169,3
273,11,84,3
274,11,291,2
275,11,154,3
276,11,351,2
277,11,304,4
278,11,389,3
279,11,330,3
280,11,28,3
281,11,55,3
282,11,211,2
283,12,137,4
284,12,342,3
285,12,308,4
286,12,6,2
287,12,288,2
288,12,161,3
289,12,278,4
290,12,2,2
291,12,221,2
292,12,286,2
293,12,346,2
294,12,316,3
295,12,40,1
296,12,50,3
297,12,174,3
298,12,295,4
299,12,13,1
300,12,395,3
301,12,331,2
302,12,129,1
303,12,273,3
304,12,157,2
305,12,79,3
306,12,313,1
307,12,303,2
308,12,391,2
309,12,340,1
310,12,345,1
311,12,383,1
312,12,361,2
313,12,393,3
314,12,73,1
315,12,229,2
316,12,372,2
317,12,213,1
318,12,169,3
319,12,112,3
320,12,156,2
321,12,43,2
322,13,273,2
323,13,40,2
324,13,400,4
325,13,335,4
326,13,164,2
327,13,23,3
328,13,389,3
329,13,38,1
330,13,229,3
331,13,7,1
332,13,206,2
333,13,267,3
334,13,308,1
335,13,112,1
336,13,194,2
337,13,296,2
338,13,143,2
339,13,42,2
340,13,207,3
341,13,390,3
342,13,11,2
343,13,343,3
344,13,233,2
345,13,367,4
346,13,134,2
347,13,68,1
348,13,321,2
349,13,274,1
350,13,282,1
351,13,44,3
352,13,151,1
353,13,293,2
354,13,361,3
355,13,323,3
356,13,84,4
357,14,304,2
358,14,192,3
359,14,108,4
360,14,127,3
361,14,138,3
362,14,170,2
363,14,375,2
364,14,393,2
365,14,154,1
366,14,289,2
367,14,396,1
368,14,326,1
369,14,383,3
370,14,12,1
371,14,33,4
372,14,230,4
373,14,157,2
374,14,330,2
375,14,204,4
376,14,188,3
377,14,128,4
378,14,24,2
379,14,100,2
380,14,186,4
381,14,62,3
382,14,16,3
383,14,243,2
384,14,103,2
385,14,76,1
386,14,354,4
387,14,145,2
388,15,11,2
389,15,308,2
390,15,383,4
391,15,69,4
392,15,391,1
393,15,189,1
394,15,252,2
395,15,4,3
396,15,172,1
397,15,365,2
398,15,75,2
399,15,181,4
400,15,56,3
401,15,225,4
402,15,371,1
403,15,198,2
404,15,375,3
405,15,54,4
406,15,235,2
407,15,133,3
408,15,307,1
409,15,144,1
410,15,127,2
411,15,226,4
412,15,241,2
413,15,319,1
414,15,299,2
415,15,223,2
416,15,296,2
417,15,285,2
418,15,396,4
419,15,136,2
420,15,46,4
421,15,155,1
422,15,351,4
423,15,232,2
424,15,265,4
425,15,231,3
426,15,224,2
427,15,185,1
428,15,275,3
429,15,382,3
430,15,3,2
431,15,83,3
432,16,297,3
433,16,212,4
434,16,149,1
435,16,119,2
436,16,205,3
437,16,327,2
438,16,54,2
439,16,6,2
440,16,318,2
441,16,221,4
442,16,367,3
443,16,302,3
