,user_id,post_id,rating_value
0,1,121,4
1,1,298,3
2,1,274,2
3,1,65,1
4,1,44,3
5,1,67,2
6,1,45,3
7,1,47,4
8,1,300,3
9,1,13,4
10,1,218,2
11,1,146,4
12,1,90,3
13,1,247,5
14,1,117,2
15,1,25,2
16,1,179,1
17,1,41,3
18,1,286,2
19,1,155,3
20,1,162,3
21,1,288,2
22,1,139,2
23,2,68,3
24,2,214,4
25,2,19,4
26,2,31,4
27,2,122,2
28,2,242,3
29,2,289,3
30,2,71,3
31,2,262,3
32,2,292,3
33,2,237,2
34,2,166,3
35,2,238,1
36,2,180,2
37,2,164,2
38,2,148,3
39,2,137,2
40,2,45,3
41,2,57,4
42,2,221,3
43,2,89,3
44,2,7,3
45,2,9,3
46,2,12,4
47,2,106,2
48,3,84,3
49,3,191,3
50,3,96,3
51,3,227,4
52,3,112,5
53,3,152,2
54,3,236,3
55,3,281,3
56,3,91,2
57,3,204,4
58,3,286,4
59,3,201,3
60,3,67,2
61,3,32,3
62,3,119,2
63,3,265,4
64,3,211,3
65,3,40,4
66,3,85,4
67,3,159,3
68,4,102,1
69,4,74,5
70,4,92,2
71,4,223,1
72,4,233,5
73,4,124,1
74,4,68,4
75,4,98,3
76,4,296,4
77,4,55,3
78,4,228,4
79,4,270,4
80,4,109,3
81,4,196,5
82,4,264,4
83,4,59,3
84,4,16,4
85,5,114,2
86,5,207,2
87,5,274,1
88,5,84,4
89,5,79,1
90,5,266,2
91,5,109,3
92,5,200,3
93,5,169,3
94,5,100,2
95,5,201,3
96,5,157,1
97,5,115,4
98,5,291,1
99,5,76,2
100,5,180,4
101,5,7,2
102,5,137,4
103,5,171,5
104,5,78,2
105,5,9,1
106,5,18,4
107,6,200,2
108,6,149,3
109,6,238,5
110,6,75,5
111,6,50,4
112,6,157,3
113,6,77,3
114,6,198,2
115,6,162,2
116,6,137,4
117,6,177,3
118,6,68,5
119,6,228,2
120,6,31,3
121,6,72,3
122,7,147,2
123,7,159,2
124,7,35,2
125,7,297,3
126,7,292,2
127,7,299,4
128,7,229,3
129,7,150,1
130,7,91,1
131,7,249,2
132,7,143,1
133,7,29,3
134,7,155,5
135,7,10,3
136,7,269,4
137,7,52,3
138,7,234,2
139,7,116,3
140,7,79,2
141,7,59,5
142,8,246,3
143,8,158,2
